"age","job","marital","education","loan","contact","month","day_of_week","campaign","subscribed_deposit"
28,"technician","single","professional.course","no","telephone","may","fri",2,"no"
52,"services","married","university.degree","no","telephone","may","fri",11,"no"
31,"admin.","married","basic.9y","no","telephone","may","fri",4,"yes"
28,"services","single","high.school","no","telephone","may","fri",2,"no"
32,"blue-collar","married","basic.9y","no","telephone","may","fri",2,"yes"
46,"admin.","divorced","university.degree","no","telephone","may","fri",1,"yes"
38,"admin.","married","university.degree","no","telephone","may","fri",2,"yes"
36,"blue-collar","married","basic.9y","no","telephone","may","fri",3,"yes"
31,"admin.","married","university.degree","no","telephone","may","fri",2,"yes"
38,"management","married","university.degree","no","telephone","may","fri",2,"yes"
35,"admin.","married","high.school","no","telephone","may","fri",14,"no"
39,"housemaid","married","high.school","no","telephone","may","fri",11,"no"
31,"housemaid","divorced","high.school","no","telephone","may","fri",1,"no"
39,"self-employed","married","high.school","no","telephone","may","fri",1,"yes"
36,"housemaid","married","high.school","no","telephone","may","fri",1,"yes"
29,"services","married","basic.9y","no","telephone","may","fri",1,"yes"
37,"management","married","university.degree","no","telephone","may","fri",4,"yes"
28,"blue-collar","married","basic.9y","no","telephone","may","fri",3,"yes"
41,"management","married","unknown","no","telephone","may","fri",1,"yes"
38,"services","married","high.school","no","telephone","may","fri",1,"yes"
31,"technician","married","university.degree","no","telephone","may","fri",1,"yes"
50,"blue-collar","married","basic.4y","no","telephone","may","fri",1,"no"
36,"admin.","married","basic.9y","no","telephone","may","fri",1,"yes"
40,"management","married","unknown","no","telephone","may","fri",3,"yes"
37,"admin.","married","university.degree","no","telephone","may","fri",1,"yes"
28,"unemployed","single","high.school","no","telephone","may","fri",1,"no"
50,"services","divorced","basic.4y","unknown","telephone","may","fri",1,"no"
38,"housemaid","married","basic.9y","no","telephone","may","fri",1,"yes"
43,"blue-collar","married","basic.9y","no","telephone","may","fri",1,"yes"
37,"technician","married","high.school","no","telephone","may","fri",1,"yes"
47,"blue-collar","divorced","basic.9y","no","telephone","may","fri",3,"no"
52,"technician","married","high.school","no","telephone","may","fri",1,"no"
30,"admin.","single","university.degree","no","telephone","may","fri",1,"no"
33,"admin.","divorced","high.school","no","telephone","may","fri",1,"no"
43,"blue-collar","married","basic.4y","no","telephone","may","fri",2,"yes"
52,"technician","married","basic.9y","no","telephone","may","fri",7,"no"
44,"blue-collar","married","basic.6y","no","telephone","may","fri",3,"yes"
48,"management","married","university.degree","no","telephone","may","fri",23,"no"
40,"admin.","divorced","professional.course","no","telephone","may","fri",18,"no"
35,"student","single","high.school","yes","telephone","may","fri",1,"yes"
56,"management","married","basic.4y","unknown","telephone","may","fri",3,"no"
53,"technician","married","high.school","no","telephone","may","fri",2,"no"
33,"blue-collar","married","professional.course","no","telephone","may","fri",2,"yes"
54,"retired","married","basic.9y","no","telephone","may","fri",2,"no"
35,"technician","married","professional.course","no","telephone","may","fri",8,"no"
33,"services","single","high.school","no","telephone","may","fri",1,"no"
36,"services","single","basic.9y","no","telephone","may","fri",2,"no"
41,"housemaid","married","university.degree","no","telephone","may","fri",1,"yes"
48,"blue-collar","married","professional.course","no","telephone","may","fri",2,"yes"
35,"admin.","married","university.degree","no","telephone","may","fri",4,"yes"
42,"admin.","single","university.degree","no","telephone","may","fri",15,"no"
35,"admin.","married","university.degree","no","telephone","may","fri",9,"no"
34,"admin.","married","high.school","yes","telephone","may","fri",1,"yes"
29,"management","single","university.degree","no","telephone","may","fri",2,"no"
32,"admin.","single","university.degree","no","telephone","may","fri",1,"no"
31,"blue-collar","married","basic.9y","yes","telephone","may","fri",1,"yes"
46,"blue-collar","married","basic.4y","no","telephone","may","fri",2,"yes"
25,"blue-collar","single","basic.4y","no","telephone","may","fri",2,"no"
28,"admin.","single","university.degree","no","telephone","may","fri",3,"no"
48,"technician","single","university.degree","no","telephone","may","fri",5,"no"
42,"retired","married","basic.9y","no","telephone","may","fri",1,"yes"
32,"technician","divorced","professional.course","no","telephone","may","fri",17,"no"
30,"admin.","married","university.degree","no","telephone","may","fri",2,"yes"
32,"services","single","high.school","no","telephone","may","fri",4,"no"
28,"services","single","basic.9y","no","telephone","may","fri",2,"no"
28,"blue-collar","married","basic.9y","no","telephone","may","fri",2,"yes"
40,"blue-collar","married","basic.6y","no","telephone","may","fri",3,"yes"
46,"blue-collar","married","basic.9y","no","telephone","may","fri",2,"yes"
38,"entrepreneur","married","basic.6y","no","telephone","may","fri",2,"yes"
47,"blue-collar","married","basic.4y","no","telephone","may","fri",2,"yes"
37,"services","married","high.school","no","telephone","may","fri",3,"yes"
55,"technician","married","basic.4y","no","telephone","may","fri",7,"no"
28,"admin.","single","university.degree","no","telephone","may","fri",3,"no"
43,"blue-collar","single","basic.9y","no","telephone","may","fri",4,"no"
56,"unknown","married","unknown","no","telephone","may","fri",15,"no"
33,"management","single","university.degree","yes","telephone","may","fri",11,"no"
33,"blue-collar","married","basic.9y","yes","telephone","may","fri",4,"yes"
35,"admin.","divorced","university.degree","no","telephone","may","fri",2,"no"
41,"blue-collar","divorced","basic.6y","unknown","telephone","may","fri",2,"no"
59,"entrepreneur","divorced","high.school","no","telephone","may","fri",2,"no"
29,"services","single","university.degree","no","telephone","may","fri",5,"no"
30,"self-employed","married","basic.9y","no","telephone","may","fri",2,"yes"
39,"admin.","single","high.school","no","telephone","may","fri",16,"no"
51,"retired","married","university.degree","yes","telephone","may","fri",3,"no"
34,"blue-collar","married","basic.9y","no","telephone","may","fri",4,"yes"
31,"technician","single","professional.course","yes","telephone","may","fri",4,"no"
36,"blue-collar","married","basic.9y","yes","telephone","may","fri",4,"yes"
46,"technician","married","basic.9y","no","telephone","may","fri",2,"yes"
31,"technician","married","university.degree","no","telephone","may","fri",3,"yes"
37,"technician","married","professional.course","no","telephone","may","fri",3,"yes"
30,"self-employed","single","high.school","yes","telephone","may","fri",8,"no"
47,"admin.","married","high.school","no","telephone","may","fri",2,"yes"
41,"blue-collar","married","high.school","no","telephone","may","fri",3,"yes"
27,"services","single","high.school","yes","telephone","may","fri",5,"no"
27,"blue-collar","divorced","unknown","no","telephone","may","fri",2,"no"
39,"blue-collar","divorced","basic.6y","no","telephone","may","fri",2,"no"
32,"services","married","high.school","no","telephone","may","fri",5,"yes"
42,"blue-collar","married","basic.4y","yes","telephone","may","fri",3,"yes"
37,"services","married","high.school","no","telephone","may","fri",3,"yes"
41,"blue-collar","married","basic.6y","no","telephone","may","fri",6,"no"
51,"blue-collar","married","basic.9y","no","telephone","may","fri",3,"no"
48,"technician","married","high.school","no","telephone","may","fri",3,"yes"
36,"technician","married","basic.9y","no","telephone","may","fri",3,"yes"
50,"management","single","university.degree","no","telephone","may","fri",6,"no"
25,"admin.","married","high.school","no","telephone","may","fri",2,"yes"
49,"blue-collar","married","basic.9y","no","telephone","may","fri",3,"yes"
44,"self-employed","single","basic.6y","no","telephone","may","fri",2,"no"
52,"entrepreneur","married","university.degree","no","telephone","may","fri",5,"no"
33,"self-employed","single","university.degree","no","telephone","may","fri",2,"no"
48,"admin.","divorced","professional.course","no","telephone","may","fri",3,"no"
42,"blue-collar","married","basic.9y","no","telephone","may","fri",9,"no"
35,"management","married","university.degree","no","telephone","may","fri",10,"no"
45,"management","married","university.degree","no","telephone","may","fri",3,"yes"
28,"admin.","married","high.school","no","telephone","may","fri",2,"yes"
56,"entrepreneur","married","university.degree","no","telephone","may","fri",2,"no"
60,"retired","married","basic.9y","no","telephone","may","fri",3,"no"
37,"admin.","married","high.school","yes","telephone","may","fri",2,"yes"
38,"entrepreneur","married","basic.9y","no","telephone","may","fri",5,"yes"
41,"self-employed","married","high.school","no","telephone","may","fri",4,"yes"
57,"services","divorced","high.school","yes","telephone","may","fri",5,"yes"
23,"services","married","basic.9y","no","telephone","may","fri",3,"yes"
33,"admin.","married","high.school","no","telephone","may","fri",2,"yes"
48,"blue-collar","married","basic.9y","no","telephone","may","fri",2,"yes"
38,"technician","married","university.degree","no","telephone","may","fri",4,"yes"
32,"blue-collar","married","basic.4y","no","telephone","may","fri",2,"yes"
31,"management","married","high.school","no","telephone","may","fri",7,"no"
43,"blue-collar","divorced","basic.9y","no","telephone","may","fri",3,"no"
44,"management","married","high.school","no","telephone","may","fri",3,"yes"
44,"admin.","married","university.degree","no","telephone","may","fri",6,"no"
33,"services","married","high.school","yes","telephone","may","fri",2,"yes"
36,"admin.","married","basic.9y","no","telephone","may","fri",2,"yes"
47,"technician","married","professional.course","no","telephone","may","fri",6,"no"
30,"admin.","married","university.degree","no","telephone","may","fri",4,"yes"
34,"blue-collar","married","basic.9y","yes","telephone","may","fri",19,"no"
28,"admin.","single","high.school","no","telephone","may","fri",2,"no"
46,"blue-collar","married","basic.9y","yes","telephone","may","fri",4,"yes"
32,"blue-collar","married","basic.4y","no","telephone","may","fri",2,"yes"
36,"retired","married","high.school","no","telephone","may","fri",20,"no"
24,"student","single","university.degree","yes","telephone","may","fri",3,"no"
35,"blue-collar","married","basic.4y","no","telephone","may","fri",3,"yes"
31,"admin.","single","university.degree","no","telephone","may","fri",2,"no"
51,"admin.","divorced","university.degree","no","telephone","may","fri",6,"no"
33,"admin.","married","university.degree","no","telephone","may","fri",2,"yes"
28,"services","single","basic.9y","no","telephone","may","fri",2,"no"
43,"blue-collar","married","unknown","no","telephone","may","fri",6,"no"
43,"blue-collar","married","basic.6y","no","telephone","may","fri",3,"yes"
33,"self-employed","married","university.degree","no","telephone","may","fri",3,"yes"
31,"services","married","basic.9y","no","telephone","may","fri",5,"yes"
39,"admin.","married","professional.course","no","telephone","may","fri",4,"yes"
52,"self-employed","married","university.degree","no","telephone","may","fri",3,"no"
24,"student","single","high.school","yes","telephone","may","fri",7,"no"
30,"admin.","single","university.degree","yes","telephone","may","fri",4,"no"
28,"blue-collar","married","basic.9y","yes","telephone","may","fri",4,"yes"
28,"blue-collar","married","basic.9y","no","telephone","may","fri",7,"no"
41,"technician","single","university.degree","no","telephone","may","fri",5,"no"
